titles,genre,developers,publishers
"Sega Vintage Collection: Alex Kidd & Co.(Alex Kidd in Miracle World, Super Hang-On, The Revenge of Shinobi)",Classics,Sega/M2,Sega
"Sega Vintage Collection: Golden Axe(Golden Axe, II, III)",Classics,Sega/M2,Sega
"Sega Vintage Collection: Monster World(Wonder Boy in Monster Land, Wonder Boy in Monster World, Monster World IV)",Classics,Sega/M2,Sega
"Sega Vintage Collection: Streets of Rage(Streets of Rage, 2, 3)",Classics,Sega/M2,Sega
"Sega Vintage Collection: ToeJam & Earl(ToeJam & Earl, Panic on Funkotron)",Classics,Sega/M2,Sega
Self-Defense Training Camp,,Ubisoft,Ubisoft
Senko no Ronde: Duo,Action,G.rev,G.rev
Sensible World of Soccer (SWOS),Sports & Recreation,Kuju Entertainment,Codemasters
Serious Sam 1Serious Sam HD: The First Encounter,Classics,Croteam,Majesco Entertainment
Serious Sam 2Serious Sam HD: The Second Encounter,Classics,Croteam,Majesco Entertainment
Serious Sam 3Serious Sam 3: BFE,Shooter,Croteam,Mastertronic Group
Serious Sam 4Serious Sam Double D: XXL,Shooter,Mommy's Best Games,Mastertronic Group
"Sengoku Hime 2: Senran no Yo, Gunyuu Arashi no Gotoku",Strategy,SystemSoft,SystemSoft
Sesame Street: Once Upon a Monster,,Double Fine Productions,Warner Bros. Interactive Entertainment
Shadow Assault: Tenchu,Action & Adventure,From Software,From Software
Shadow Complex,Action & Adventure,Chair Entertainment/Epic Games,Xbox Game Studios
Shadowrun,First-person Shooter,FASA Interactive,Xbox Game Studios
Shadows of the Damned,"Third-person Shooter, Action",Grasshopper Manufacture,Electronic Arts
Shank,Action & Adventure,Klei Entertainment,Electronic Arts
Shank 2,Action & Adventure,Klei Entertainment,Electronic Arts
Sharin no Kuni: The Girl Among the Sunflowers,Visual novel,Akabeisoft2,5pb.
Shaun White Skateboarding,Sports,Ubisoft Montreal,Ubisoft
Shaun White Snowboarding,Sports,Ubisoft Montreal,Ubisoft
Shellshock 2: Blood Trails,First-person Shooter,Rebellion Developments,Eidos Interactive
Sherlock Holmes vs. Jack the Ripper,Adventure,Frogwares,Focus Home Interactive
Sherlock Holmes: Crimes & Punishments,Adventure,Frogwares,Focus Home Interactive
Shiei no Sona-Nyl Refrain: What a Beautiful Memories,Visual novel,Liar Soft,Liar Soft
Need for Speed: Shift 2 Unleashed,Racing,Slightly Mad Studios,Electronic Arts
Shikigami no Shiro III,Shooter,Barnhouse Effect,Arc System Works
Shin Sangokumusou 4 Special,"Hack & Slash, Tactical RPG",Omega Force,Koei
Shinobi,Classics,Sega/Backbone Entertainment,Sega
Shoot Many Robots,Action & Adventure,Demiurge Studios,Ubisoft
"Shooting Love, 10 Shuunen XIIzeal & Deltazeal",Shoot 'em Up,Triangle Service,Triangle Service
"Shooting Love, 200X[note 31]",Shoot 'em Up,Triangle Service,Triangle Service
Shotest Shogi,Puzzle & Trivia,Rubicon Development,Xbox Game Studios
Shred Nebula,Shooter,CrunchTime Games,Xbox Game Studios
Shrek Forever After,Action-adventure,XPEC,Activision
Shrek n' Roll,Family & Educational,Backbone Entertainment,Activision
Shrek the Third,Action-adventure,7 Studios,Activision
Silent Hill HD Collection,Survival Horror,Konami,Konami
Silent Hill: Downpour,Survival Horror,Vatra Games,Konami
Silent Hill: Homecoming,Survival Horror,Konami,Konami
"Simpsons Arcade Game, TheThe Simpsons Arcade Game",Classics,Konami/Backbone Entertainment,Konami
Sine Mora,Shooter,Grasshopper Manufacture/Digital Reality,Xbox Game Studios
Singularity,First-person Shooter,Raven Software,Activision
Skate,Sports,EA Canada,Electronic Arts
Skate 2,Sports,EA Canada,Electronic Arts
Skate 3,Sports,EA Canada,Electronic Arts
Ski Race,Sports,Rare,Xbox Games Studio
Ski-Doo: Snowmobile Challenge,"Sports, Racing",Coldwood Interactive,Crave Entertainment
Skullgirls/Skullgirls Encore,Fighting,Lab Zero Games,Autumn Games/Marvelous AQL
Skulls of the Shogun,Strategy & Simulation,17-BIT,Xbox Game Studios
Skydive: Proximity Flight,Sports & Recreation,Gaijin Entertainment,TopWare Interactive
SkyDrift,Action & Adventure,Digital Reality,Bandai Namco Entertainment
Skylanders: Giants,Platformer,Toys for Bob,Activision
Skylanders: Imaginators,Platformer,Toys for Bob,Activision
Skylanders: Spyro's Adventure,Platformer,Toys for Bob,Activision
Skylanders: SuperChargers,Platformer,Beenox,Activision
Skylanders: Swap Force,Platformer,Vicarious Visions,Activision
Skylanders: Trap Team,Platformer,Vicarious Visions,Activision
Sleeping Dogs,"Action, Open World",United Front Games,Square Enix
Slender: The Arrival,Action & Adventure,Blue Isle Studios,Midnight City
Small Arms,Action & Adventure,Gastronaut Studios,Xbox Game Studios
Smash Court Tennis 3,Sports,Namco Bandai Games,Namco Bandai Games
Smash TV,Classics,Midway Games/Digital Eclipse,Midway Games
Sneak King,"Stealth, Action",Blitz Games,King Games
Sniper Elite III,"Tactical shooter, stealth",Rebellion Developments,505 Games
Sniper Elite V2,"Tactical shooter, stealth",Rebellion Developments,505 Games
Sniper: Ghost Warrior,First-person Shooter,City Interactive,City Interactive
Sniper: Ghost Warrior 2,First-person Shooter,City Interactive,City Interactive
Snipers,First-person Shooter,Hydravision,Bigben Interactive
Snoopy Flying Ace,Shooter,Smart Bomb Interactive,Xbox Game Studios
Soldier of Fortune: Payback,First-person Shooter,Activision,Activision
Soltrio Solitaire,Card & Board,Silver Creek Entertainment,Xbox Game Studios
Sonic & All-Stars Racing Transformed,Racing,Sumo Digital,Sega
Sonic & Sega All-Stars Racing,Racing,Sumo Digital,Sega
Sonic Adventure,Classics,Sonic Team,Sega
Sonic Adventure 2,Classics,Sonic Team,Sega
Sonic Free Riders,,Sonic Team,Sega
Sonic Generations,"Platform, Action-adventure",Sonic Team,Sega
Sonic the Fighters,Fighting,Sega AM2,Sega
Sonic the Hedgehog,Classics,Sonic Team,Sega
Sonic the Hedgehog,Platform,Sonic Team,Sega
Sonic the Hedgehog 2,Classics,Sonic Team,Sega
Sonic the Hedgehog 2aSonic CD,Classics,Sonic Team/Christian Whitehead,Sega
Sonic the Hedgehog 3,Classics,Sonic Team/Backbone Entertainment,Sega
Sonic the Hedgehog 3aSonic & Knuckles,Classics,Sonic Team/Backbone Entertainment,Sega
Sonic the Hedgehog 4: Episode I,Platformer,Sonic Team/Dimps,Sega
Sonic the Hedgehog 4: Episode II,Platformer,Sonic Team/Dimps,Sega
Sonic Unleashed[note 32],"Platform, Action",Sonic Team,Sega
Sonic's Ultimate Genesis Collection[note 33],Compilation,Backbone Entertainment,Sega
Soulcalibur,Action & Adventure,Bandai Namco Entertainment,Bandai Namco Entertainment
Soulcalibur II HD Online,Fighting,Namco,Bandai Namco Entertainment
Soulcalibur IV,Fighting,Namco Bandai Games,Namco Bandai Games
Soulcalibur V,Fighting,Namco Bandai Games,Namco Bandai Games
South Park Let's Go Tower Defense Play!,Strategy & Simulation,Doublesix,Xbox Game Studios
South Park: Tenorman's Revenge,Action & Adventure,Other Ocean Interactive,Xbox Game Studios
South Park: The Stick of Truth,RPG,Obsidian Entertainment,Ubisoft
Space Ark,Family & Educational,Strawdog Studios,Xbox Game Studios
Space Channel 5: Part 2,Classics,United Game Artists,Sega
Space Chimps,"Platform, Adventure",Redtribe,Brash Entertainment
Space Giraffe,Action & Adventure,Llamasoft,Xbox Game Studios
Space Invaders Extreme,Shooter,Backbone Entertainment,Taito
Space Invaders Infinity Gene,Shooter,Taito,Square Enix
Spare Parts,Action & Adventure,EA Bright Light,Electronic Arts
Spartacus Legends,Fighting,Kung Fu Factory,Ubisoft
Spec Ops: The Line,"Third-person Shooter, Tactical Shooter",Yager,2K Games
Special Forces: Team X (STX),Shooter,Zombie Studios,Atari
Spectral Force 3: Innocent Rage,Tactical RPG,Idea Factory,Idea Factory
Speedball 2: Brutal Deluxe,Classics,The Bitmap Brothers/Empire Interactive,Empire Interactive
Spelunky,Action & Adventure,Mossmouth,Xbox Game Studios
Spider-Man 3,"Action, Open World",Treyarch,Activision
Spider-Man: Edge of Time,Action-adventure,Beenox,Activision
Spider-Man: Friend or Foe,"Action-adventure, Beat 'em Up",Next Level Games,Activision
Spider-Man: Shattered Dimensions,"Action-adventure, Platform, Stealth",Beenox,Activision
Spider-Man: Web of Shadows,"Action-adventure, Beat 'em Up, Platform",Shaba Games,Activision
Splatterhouse,"Beat 'em Up, Survival Horror",Bottlerocket Entertainment,Namco Bandai Games
"Splatters, TheThe Splatters",Puzzle & Trivia,SpikySnail Games,Xbox Game Studios
Split/Second,Racing,Black Rock Studio,Disney Interactive Studios
'Splosion Man,Platformer,Twisted Pixel Games,Xbox Game Studios
SpongeBob HeroPants,"Action-adventure, Platformer",Behaviour Interactive,Activision
SpongeBob SquarePants: Plankton's Robotic Revenge,"Action-adventure, Platformer, Third-person shooter",Behaviour Interactive,Activision
SpongeBob SquarePants: Underpants Slam,Family & Educational,Blitz Arcade,THQ
SpongeBob's Surf & Skate Roadtrip,,THQ,THQ
SpongeBob's Truth or Square,Action,Heavy Iron Studios,THQ
Spyglass Board Games,Card & Board,Strange Flavour/Freeverse,Xbox Game Studios
SSX[note 34],Sports,EA Canada,Electronic Arts
Stacking,Role Playing,Double Fine Productions,THQ
Star Ocean: The Last Hope,Action RPG,tri-Ace,Square Enix
Star Raiders,Action & Adventure,Incinerator Studios,Atari
Star Trek,Action,Digital Extremes,"Namco Bandai Games, Paramount Digital Entertainment"
Star Trek DAC,Shooter,Naked Sky Entertainment,Paramount Digital Entertainment
Star Trek: Legacy,"RTS, Action-adventure",Mad Doc Software,Bethesda Softworks
Star Wars Pinball: Heroes Within,Pinball,Zen Studios,Zen Studios
Star Wars Pinball: The Force Awakens,Pinball,Zen Studios,Zen Studios
Star Wars: The Clone Wars – Republic Heroes,Action-adventure,Krome Studios,LucasArts
Star Wars: The Force Unleashed,Hack & Slash,LucasArts,LucasArts
Star Wars: The Force Unleashed II,Action,LucasArts,LucasArts
State of Decay,Action & Adventure,Undead Labs,Xbox Game Studios
Steel Battalion: Heavy Armor,,From Software,Capcom
Steins;Gate,Visual novel,"5pb., Nitroplus",5pb.
Steins;Gate: Hiyoku Renri no Darling,Visual novel,"5pb., Nitroplus",5pb.
Steins;Gate: Linear Bounded Phenogram,Visual novel,5pb.,5pb.
Stoked,Sports,Bongfish,Destineer
Stoked: Big Air Edition,Sports,Bongfish,Destineer
Storm,Puzzle & Trivia,IndiePub,Bandai Namco Entertainment
Stormrise,RTT,The Creative Assembly,Sega
Stranglehold,"Third-person Shooter, Action",Midway Games,"Midway Games, SuccessJP"
Strania,Shooter,G.rev,G.rev
Street Fighter II: Hyper Fighting,Classics,Capcom/Sensory Sweep Studios,Capcom
Street Fighter III: 3rd Strike Online Edition,Classics,Capcom/Iron Galaxy,Capcom
Street Fighter IV,Fighting,Dimps,Capcom
Ultra Street Fighter IV,Fighting,Capcom,Capcom
Street Fighter X Tekken,Fighting,Capcom,Capcom
Street Trace NYC,Racing & Flying,Gaia Industries,Xbox Game Studios
Streets of Rage 2,Classics,Sega/Digital Eclipse,Sega
Strider,Action & Adventure,Double Helix Games,Capcom
Strike Witches: Shirogane no Tsubasa,"Shooter, Visual novel",CyberFront,CyberFront
Stuntman: Ignition,"Racing, Action",Paradigm Entertainment,THQ
Summer Athletics 2009,Sports,49 Games,dtp entertainment
Summer Athletics: The Ultimate Challenge,Sports,49 Games,dtp entertainment
Summer Challenge: Athletics Tournament,Sports,Sproing Interactive Media,RTL Entertainment
Summer Stars 2012,Sports,49 Games,Deep Silver
Super Contra,Classics,Konami/Digital Eclipse,Konami
Super Meat Boy,Platformer,Team Meat,Xbox Game Studios
Super Puzzle Fighter II Turbo HD Remix,Puzzle & Trivia,Backbone Entertainment,Capcom
Super Robot Wars XO,Tactical RPG,Namco Bandai Games,Namco Bandai Games
Super Star Karaoke,Rhythm,Studio9,Studio9
Super Street Fighter II Turbo HD Remix,Classics,Backbone Entertainment,Capcom
Super Street Fighter IV,Fighting,Dimps,Capcom
Super Street Fighter IV: Arcade Edition,Fighting,"Dimps, Capcom",Capcom
Super Time Force,Shooter,Capybara Games,Xbox Game Studios
Superman Returns,Action,EA Tiburon,Electronic Arts
Superstars V8 Next Challenge,Racing,Milestone,Black Bean Games
Superstars V8 Racing,Racing,Milestone,Black Bean Games
Supremacy MMA,Sports,Kung Fu Factory,505 Games
Supreme Commander,RTS,Hellbent Games,Aspyr
Supreme Commander 2,RTS,Gas Powered Games,Square Enix
Surf's Up,Sports,Ubisoft,Ubisoft
Swarm,Platformer,Hothead Games,Ignition Entertainment
Switchball,Action & Adventure,Atomic Elbow,Activision
Syberia,Action & Adventure,Microïds,Bandai Namco Entertainment
Syberia II,Action & Adventure,Microïds,Bandai Namco Entertainment
Syndicate,First-person Shooter,Starbreeze Studios,Electronic Arts
Takedown: Red Sabre,Shooter,Serellan,505 Games
Tales from Space: Mutant Blobs Attack,Platformer,DrinkBox Studios,Midnight City
Tales from the Borderlands,Action & Adventure,Telltale Games,Telltale Games
Tales of Vesperia,RPG,Namco Tales Studio,Namco Bandai Games
Tayutama: Kiss on my Deity,Visual novel,5pb.,5pb.
Tecmo Bowl Throwback,Sports & Recreation,Southend Interactive,Koei Tecmo
Teenage Mutant Ninja Turtles,Beat 'em Up,Magic Pockets,Activision
Teenage Mutant Ninja Turtles,Classics,Ubisoft/Digital Eclipse,Ubisoft
Teenage Mutant Ninja Turtles: Danger of the Ooze,Beat 'em Up,WayForward Technologies,Activision
Teenage Mutant Ninja Turtles: Out of the Shadows,Action & Adventure,Red Fly Studio,Activision
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action & Adventure,PlatinumGames,Activision
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled,Classics,Ubisoft Singapore,Ubisoft
Teenage Mutant Ninja Turtles: Training Lair,Kinect,Float Hybrid Entertainment,Xbox Game Studios
Tekken 6,"Fighting, Beat 'em Up",Namco Bandai Games,Namco Bandai Games
Tekken Tag Tournament 2,"Fighting, Beat 'em Up",Namco Bandai Games,Namco Bandai Games
Tempest,Classics,Stainless Games/Atari,Atari
Tenchu Z[note 35],Stealth,K2 Interactive,Xbox Game Studios
Tengai Makyou Ziria: Haruka naru Jipang,RPG,Hudson Soft,Hudson Soft
Terminator Salvation,Third-person Shooter,GRIN Studios,"Equity, Evolved Games"
Terraria - Xbox 360 Edition[note 36],Action & Adventure,Re-Logic,505 Games
Test Drive Unlimited,Racing,Eden Games,Atari
Test Drive Unlimited 2,"Racing, Open World",Eden Games,Atari
Test Drive: Ferrari Racing Legends,Racing,"Evolved Games, Slightly Mad Studios",Atari
Tetris Evolution,Puzzle,Mass Media,THQ
Tetris Splash,Puzzle & Trivia,Tetris Online,Xbox Game Studios
Tetris: The Grand Master Ace,Puzzle,Arika,AQ Interactive
Texas Cheat 'em,Card & Board,Wideload Games,D3 Publisher
Texas Hold 'em,Card & Board,TikGames,Xbox Game Studios
"Adventures of Tintin: The Secret of the Unicorn, The",Action-adventure,Ubisoft Montpellier,Ubisoft
"Amazing Spider-Man, The",Action-adventure,Beenox,Activision
"Amazing Spider-Man 2, The",Action-adventure,Beenox,Activision
"Beatles: Rock Band, The",Music,Harmonix,MTV Games
The Biggest Loser: Ultimate Workout,Fitness,Blitz Games Studios,THQ
"Bigs 2, The","Sports, baseball",Blue Castle Games,2K Sports
"Bigs, The","Sports, baseball",Blue Castle Games,2K Sports
The Black Eyed Peas Experience,Music,iNiS,Ubisoft
"Bureau: XCOM Declassified, The",Tactical shooter,"2K Marin, 2K Australia, 2K China",2K Games
"Chronicles of Narnia: Prince Caspian, The",Action-adventure,Traveller's Tales,Disney Interactive Studios
"Chronicles of Riddick: Assault on Dark Athena, The","First-person Shooter, Action-adventure, Stealth",Starbreeze Studios,Atari
"Club, The",Third-person Shooter,Bizarre Creations,Sega
"Conveni 200X, The",Sim,Hamster Corporation,Masterpiece
The Crew,Racing,"Ivory Tower, Ubisoft Reflections, Asobo Studio",Ubisoft
"Cursed Crusade, The","Action-adventure, Third-person",Kylotonn Games,Atlus
"Darkness, The","First-person Shooter, Survival Horror",Starbreeze Studios,2K Games
"Darkness II, The",First-person Shooter,"Digital Extremes, Top Cow Productions",2K Games
"Elder Scrolls IV: Oblivion, The[note 37][note 38]","Action RPG, Open World",Bethesda Game Studios,2K Games
"Elder Scrolls IV: Shivering Isles, The[note 39]","Action RPG, Open World, expansion",Bethesda Game Studios,Bethesda Softworks
"Elder Scrolls V: Skyrim, The","Action RPG, Open World",Bethesda Game Studios,Bethesda Softworks
"Evil Within, The","Survival horror, third-person shooter",Tango Gameworks,Bethesda Softworks
"First Templar, The",Action-adventure,Haemimont Games,Kalypso Media
"Godfather II, The","Action-adventure, Open World",EA Redwood Shores,Electronic Arts
"Godfather: The Game, The",Action-adventure,EA Redwood Shores,Electronic Arts
"Golden Compass, The",Action-adventure,Shiny Entertainment,Sega
The Gunstringer,"Third-person shooter, rail shooter",Twisted Pixel Games,Xbox Game Studios
The Hip Hop Dance Experience,Dancing,iNiS,Ubisoft
"History Channel: Battle for the Pacific, The",First-person Shooter,Cauldron,Activision Value
"History Channel: Civil War – A Nation Divided, The",First-person Shooter,Cauldron,Activision Value
The History Channel: Great Battles Medieval,First-person shooter,Slitherine,Slitherine
"Idolmaster, The","Music, Sim",Namco Bandai Games,Namco Bandai Games
"Idolmaster 2, The","Music, Sim",Namco Bandai Games,Namco Bandai Games
"Idolmaster Live For You!, The","Music, Sim",Namco Bandai Games,Namco Bandai Games
"Incredible Hulk, The","Action, Open World",Edge of Reality,Sega
The Jackbox Party Pack,Party,Jackbox Games,Jackbox Games
"King of Fighters XII, The",Fighting,SNK Playmore,SNK Playmore
"King of Fighters XIII, The",Fighting,SNK Playmore,"Atlus, Rising Star GamesEU, SNK PlaymoreJP"
"Last Remnant, The",RPG,Square Enix,Square Enix
"Legend of Spyro: Dawn of the Dragon, The",Action,Étranges Libellules,Activision
"LEGO Movie Videogame, The","Action-adventure, Platformer",TT Games,Warner Bros. Interactive Entertainment
"Lord of the Rings: Conquest, The",Action,Pandemic Studios,Electronic Arts
"Lord of the Rings: The Battle for Middle-earth II, The",RTS,EA Los Angeles,Electronic Arts
"Lord of the Rings: War in the North, The",RPG,Snowblind Studios,Warner Bros. Interactive Entertainment
"Orange Box, The[note 40]","First-person Shooter, Puzzle",Valve,Electronic Arts
"Outfit, The",Tactical RPG,Relic Entertainment,THQ
The Path of Go,Card & Board,Microsoft Research Cambridge,Xbox Game Studios
The Peanuts Movie: Snoopy's Grand Adventure,Platform,Beenox,Activision
The Price is Right: The Decades,"Game show, Skill",Ludia,Ubisoft
The Saboteur,Action-adventure,Pandemic Studios,Electronic Arts
The Simpsons Game,"Action, Platform",Electronic Arts,Electronic Arts
"Sims 3: Pets, The",Sim,"Maxis, Edge of Reality",Electronic Arts
"Sims 3, The",Sim,Maxis,Electronic Arts
"Smurfs 2, The",Platformer,WayForward Technologies,Ubisoft
"Spiderwick Chronicles, The",Action-adventure,Sierra Entertainment,Sierra Entertainment
"Testament of Sherlock Holmes, The",Action-RPG,Frogwares,Focus Home Interactive
"Walking Dead, The",Graphic adventure,Telltale Games,Telltale Games
The Walking Dead: Season Two,Graphic adventure,Telltale Games,Telltale Games
"Walking Dead: Survival Instinct, The",First-person Shooter,Terminal Reality,Activision
The Witcher 2: Assassins of Kings,"Action RPG, Hack & Slash",CD Projekt Red,Warner Bros. Interactive Entertainment
The Wolf Among Us,Graphic adventure,Telltale Games,Telltale Games
The Voice I Want You,Party Game,Activision,Activision
The X-Factor,Rhythm,Hydravision,Deep Silver
Thief,"action-adventure, stealth",Eidos Montréal,Square Enix
Things on Wheels,Racing & Flying,Load,Focus Home Interactive
Thor: God of Thunder,Action,Liquid Entertainment,Sega
Thrillville: Off the Rails,"RTS, Sim, Party",Frontier Developments,LucasArts
Thunder Wolves,Shooter,Most Wanted Entertainment,bitComposer Interactive
Ticket to Ride,Card & Board,Next Level Games,Xbox Game Studios
Tiger Woods PGA Tour 06,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 07,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 08,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 09,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 10,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 11,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 12: The Masters,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 13,Sports,EA Tiburon,EA Sports
Tiger Woods PGA Tour 14,Sports,EA Tiburon,EA Sports
Time Leap,"Visual novel, Adult",Front Wing,Prototype
Time Pilot,Classics,Konami/Digital Eclipse,Konami
TimeShift,First-person Shooter,Saber Interactive,Vivendi Games
TiQal,Puzzle & Trivia,Slapdash Games,Xbox Game Studios
Titanfall,"First-person shooter, Mecha",Respawn Entertainment,Electronic Arts
TMNT,Action-adventure,Ubisoft Quebec,Ubisoft
TNA iMPACT!,"Fighting, Sports",Midway Studios – Los Angeles,Midway Games
TNT Racers,Racing & Flying,Keen Games,dtp entertainment
Tom Clancy's EndWar,RTT,Ubisoft Shanghai,Ubisoft
Tom Clancy's Ghost Recon Advanced Warfighter,Tactical Shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Ghost Recon Advanced Warfighter 2,Tactical Shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's Ghost Recon: Future Soldier,Tactical Shooter,Red Storm Entertainment,Ubisoft
Tom Clancy's H.A.W.X,Combat Flight Simulator,Ubisoft Bucharest,Ubisoft
Tom Clancy's H.A.W.X 2,Combat Flight Simulator,Ubisoft Bucharest,Ubisoft
Tom Clancy's Rainbow Six: Vegas,"First-person Shooter, Tactical Shooter",Ubisoft Montreal,Ubisoft
Tom Clancy's Rainbow Six: Vegas 2,"First-person Shooter, Tactical Shooter",Ubisoft Montreal,Ubisoft
Tom Clancy's Splinter Cell: Blacklist,"Action-adventure, Stealth",Ubisoft Toronto,Ubisoft
Tom Clancy's Splinter Cell: Conviction,"Action-adventure, Stealth",Ubisoft Montreal,Ubisoft
Tom Clancy's Splinter Cell: Double Agent,"Action-adventure, Stealth",Ubisoft Shanghai,Ubisoft
Tomb Raider,"Action-adventure, Platform",Crystal Dynamics,Square Enix
Tomb Raider: Anniversary,"Action-adventure, Platform",Crystal Dynamics,Eidos Interactive
Tomb Raider: Legend,"Action-adventure, Platform",Crystal Dynamics,Eidos Interactive
Tomb Raider: Underworld,"Action-adventure, Platform",Crystal Dynamics,Eidos Interactive
Tomoyo After: It's a Wonderful Life CS Edition,"Visual novel, Adult",Key,Prototype
Tony Hawk: Ride,Sports,Robomodo,Activision
Tony Hawk: Shred,Sports,Robomodo,Activision
Tony Hawk's American Wasteland,Sports,Neversoft,Activision
Tony Hawk's Pro Skater 5,Sports,Robomodo,Activision
Tony Hawk's Pro Skater HD,Sports & Recreation,Robomodo,Activision
Tony Hawk's Project 8,Sports,Neversoft,"Activision, Spike JP"
Tony Hawk's Proving Ground,Sports,Neversoft,Activision
Too Human,Action RPG,Silicon Knights,Xbox Game Studios
Top Gun: Hard Lock,"Sports, Combat flight simulator",Headstrong Games,505 Games
Top Hand Rodeo Tour,,D3 Publisher,D3 Publisher
Top Spin 2,Sports,Indie Built,2K Sports
Top Spin 3,Sports,PAM Development,2K Sports
Top Spin 4,Sports,2K Czech,2K Sports
Torchlight,Role Playing,Runic Games,Xbox Game Studios
Tornado Outbreak[note 41],Action,Loose Cannon Studios,Konami
TotemBall,Action & Adventure,Strange Flavour/Freeverse,Xbox Game Studios
Tour de France 2011,"Sports, Racing",Cyanide,Focus Home Interactive
Tour De France 2009Le Tour De France 2009: The Official Game,Sports & Recreation,Cyanide,Focus Home Interactive
Tour de France 2012,"Sports, Racing",Cyanide,Focus Home Interactive
Tour de France 2013: 100 Edition,Sports,Cyanide,Focus Home Interactive
Tour de France 2014,"Sports, Racing",Cyanide,Focus Home Interactive
Tower Bloxx Deluxe,Puzzle & Trivia,Digital Chocolate,Xbox Game Studios
Toy Soldiers,Action & Adventure,Signal Studios,Xbox Game Studios
Toy Soldiers: Cold War,Action & Adventure,Signal Studios,Xbox Game Studios
Toy Story 3: The Video Game,Platform,Avalanche Software,Disney Interactive Studios
Toy Story Mania!,Party game,"Papaya Studio, High Voltage Software",Disney Interactive Studios
Toybox Turbos,Racing & Flying,Codemasters,Codemasters
Track & Field,Classics,Konami/Digital Eclipse,Konami
Transformers: Dark of the Moon,Action-adventure,High Moon Studios,Activision
Transformers: Devastation,"Action, Beat 'em up",PlatinumGames,Activision
Transformers: Fall of Cybertron,Third-person Shooter,High Moon Studios,Activision
Transformers: Revenge of the Fallen,Third-person Shooter,Luxoflux,Activision
Transformers: Rise of the Dark Spark,Third-person Shooter,Edge of Reality,Activision
Transformers: The Game,Third-person Shooter,Traveller's Tales,Activision
Transformers: War for Cybertron,Third-person Shooter,High Moon Studios,Activision
Trials 2009Trials HD,Racing & Flying,RedLynx,Xbox Game Studios
Trials 2012Trials Evolution,Racing & Flying,RedLynx,Xbox Game Studios
Trials 2014Trials Fusion,Racing & Flying,RedLynx,Ubisoft
Triggerheart Exelica,Shooter,Warashi,Xbox Game Studios
Trine 2,Platformer,Frozenbyte,Atlus USA
Trivial Pursuit,Board Game,Electronic Arts,Electronic Arts
Trivial Pursuit Live!,Card & Board,Ubisoft Halifax,Ubisoft
Tron,Classics,Bally Midway/Digital Eclipse,Disney Interactive Studios
Tron: Evolution,Action-adventure,Propaganda Games,Disney Interactive Studios
Tropico 3,"Construct , Manage Sim",Haemimont Games,Kalypso Media
Tropico 4,"Construct , Manage Sim",Haemimont Games,"Kalypso Media, FX Interactive (IT and ES)"
Tropico 5,"Construct , Manage Sim",Haemimont Games,"Kalypso Media, FX Interactive (IT and ES)"
Tropico 5: Hostile Takeover,"Construct , Manage Sim, Expansion",Haemimont Games,"Kalypso Media, FX Interactive (IT and ES)"
Trouble Witches Neo!,Shooter,SNK/Adventure Planning Service,SNK
Truck Racer,Racing,Kylotonn Games,Bigben Games
Truth or Lies,Party,Big Ant Studios,THQ
Tsurugi no Machi no Ihoujin: Shiro no Oukyuu,RPG,Experience Inc.,Experience Inc.
Tsuushin Taisen Mahjong: Touryuumon,Puzzle Game,AQ Interactive,AQ Interactive
Turbo: Super Stunt Squad,"Action, Racing",Monkey Bar Games,D3 Publisher
Turning Point: Fall of Liberty,First-person Shooter,Spark Unlimited,Codemasters
Turok,"First-person Shooter, Action",Propaganda Games,Buena Vista Games
Twister Mania,,Naked Sky Entertainment,"Majesco Entertainment, 505 Games"
Two Worlds,RPG,Reality Pump Studios,SouthPeak Games
Two Worlds II,RPG,Reality Pump Studios,SouthPeak Games
uDraw Pictionary,Party game,Page 44 Studios,THQ
uDraw Studio Instant Artist,Application,Pipeworks Software,THQ
UEFA Champions League 2006–2007,Sports,EA Canada,EA Sports
UEFA Euro 2008,Sports,EA Canada,EA Sports
UFC 2009 Undisputed,"Fighting, Sports",Yuke's,THQ
UFC Personal Trainer,,Heavy Iron Studios,THQ
UFC Undisputed 2010,"Fighting, Sports",Yuke's,THQ
UFC Undisputed 3,"Fighting, Sports",Yuke's,THQ
Ugly Americans: Apocalypsegeddon,Action & Adventure,Backbone Entertainment,345 Games/Comedy Central
Ultimate Marvel vs. Capcom 3,Fighting,Capcom,Capcom
Ultimate Mortal Kombat 3,Classics,Midway Games/Digital Eclipse,Midway Games
Unbound Saga,Action & Adventure,Vogster Entertainment,Xbox Game Studios
Under Defeat HD (Deluxe Edition),Scrolling shooter,G.rev,"Rising Star Games, G.rev"
"UnderGarden, TheThe UnderGarden",Action & Adventure,Artech Studios/Vitamin G Studios,Atari
